id	category	trigger	resources	entry
uxcel--gtm-plan	03_落地页与视觉风格	"Build a go-to-market plan that's a stage-appropriate system — customers, channels, pricing, timing		03_落地页与视觉风格/uxcel--gtm-plan/SKILL.md
uxcel--heuristics	03_落地页与视觉风格	Run a structured usability audit of any UI against Nielsen's 10 heuristics. Produces a severity-rated		03_落地页与视觉风格/uxcel--heuristics/SKILL.md
uxcel--idea-to-plan	03_落地页与视觉风格	Orchestrated, idea-to-plan PM workflow. Establishes context once, then composes the PM generative		03_落地页与视觉风格/uxcel--idea-to-plan/SKILL.md
uxcel--login-signup	03_落地页与视觉风格	Design or critique a login / sign-up screen. Applies the always-true core (separate pages, minimal		03_落地页与视觉风格/uxcel--login-signup/SKILL.md
uxcel--offboarding	03_落地页与视觉风格	Design or critique an offboarding flow — canceling a subscription, unsubscribing, or deleting an		03_落地页与视觉风格/uxcel--offboarding/SKILL.md
uxcel--problem-statement	03_落地页与视觉风格	Write or critique a product problem statement — turning a vague prompt, signal, or feature request into		03_落地页与视觉风格/uxcel--problem-statement/SKILL.md
uxcel--user-story	03_落地页与视觉风格	Write or critique a user story — a small unit of user value framed from a real persona's need, not a		03_落地页与视觉风格/uxcel--user-story/SKILL.md
uxuiadk--data-dashboard	03_落地页与视觉风格	Build a dense, data-heavy screen - an analytics console or a trading terminal - with real charts drawn		03_落地页与视觉风格/uxuiadk--data-dashboard/SKILL.md
uxuiadk--design-component	03_落地页与视觉风格	Design a UI component spec to the house quality bar — anatomy, variants, sizes, the 8 states, token		03_落地页与视觉风格/uxuiadk--design-component/SKILL.md
uxuiadk--figma-integration	03_落地页与视觉风格	Keep Figma and code in sync — map the 3-tier DTCG tokens to Figma Variables (collections + modes), sync		03_落地页与视觉风格/uxuiadk--figma-integration/SKILL.md
compass--design-system-starter	04_视觉系统与规范	Create or extend practical frontend design systems with tokens, component contracts, state rules, and	references/agents	04_视觉系统与规范/compass--design-system-starter/SKILL.md
designer--accessibility-audit	04_视觉系统与规范	Audit an existing interface against WCAG, producing findings with severity ratings and remediation		04_视觉系统与规范/designer--accessibility-audit/SKILL.md
designer--aesthetic-usability	04_视觉系统与规范	Apply the Aesthetic-Usability Effect — polished, consistent interfaces are perceived as more usable and		04_视觉系统与规范/designer--aesthetic-usability/SKILL.md
designer--business-design	04_视觉系统与规范	Read financials, map competitive landscapes, and argue design decisions in the language of value. Use		04_视觉系统与规范/designer--business-design/SKILL.md
designer--color-system	04_视觉系统与规范	Build a product colour system — tonal scales, semantic roles, and contrast compliance. Use when		04_视觉系统与规范/designer--color-system/SKILL.md
designer--competitive-analysis	04_视觉系统与规范	Compare UX patterns, features, strengths, and gaps across rival products. Use when you need to know		04_视觉系统与规范/designer--competitive-analysis/SKILL.md
designer--component-spec	04_视觉系统与规范	Specify one component — props, states, variants, accessibility, and usage rules. Use when defining a		04_视觉系统与规范/designer--component-spec/SKILL.md
designer--content-strategy	04_视觉系统与规范	Define what content a product needs, how it is structured, and who owns it. Use when content itself is		04_视觉系统与规范/designer--content-strategy/SKILL.md
designer--critique-affordance	04_视觉系统与规范	Critique a rendered screen's affordances — what looks clickable, state visibility, CTA clarity, and		04_视觉系统与规范/designer--critique-affordance/SKILL.md
designer--critique-brand-consistency	04_视觉系统与规范	Critique a rendered screen against mood.md, voice.md, and tokens.md. Use when those brand files exist		04_视觉系统与规范/designer--critique-brand-consistency/SKILL.md
designer--critique-color	04_视觉系统与规范	Critique a rendered screen's colour — contrast ratios, palette coherence, and semantic meaning. Use		04_视觉系统与规范/designer--critique-color/SKILL.md
designer--critique-composition	04_视觉系统与规范	Critique a rendered screen's composition — balance, whitespace, rhythm, and gestalt grouping. Use when		04_视觉系统与规范/designer--critique-composition/SKILL.md
designer--critique-information-density	04_视觉系统与规范	Critique a rendered screen's density — cognitive load, content prioritisation, scanning patterns, and		04_视觉系统与规范/designer--critique-information-density/SKILL.md
designer--critique-typography	04_视觉系统与规范	Critique a rendered screen's typography — scale usage, readability, consistency, and token compliance		04_视觉系统与规范/designer--critique-typography/SKILL.md
designer--critique-visual-hierarchy	04_视觉系统与规范	Critique a rendered screen's hierarchy — entry point, eye flow, weight distribution, and emphasis. Use		04_视觉系统与规范/designer--critique-visual-hierarchy/SKILL.md
designer--dark-mode-design	04_视觉系统与规范	Adapt an existing palette to dark mode — surface elevation, contrast rebalancing, and desaturation		04_视觉系统与规范/designer--dark-mode-design/SKILL.md
designer--data-visualization	04_视觉系统与规范	Select chart types and design data encodings — marks, axes, labels, and accessible chart styling. Use		04_视觉系统与规范/designer--data-visualization/SKILL.md
designer--design-brief	04_视觉系统与规范	Write a project brief — problem space, constraints, audience, and success criteria. Use at kickoff for		04_视觉系统与规范/designer--design-brief/SKILL.md
designer--design-principles	04_视觉系统与规范	Define actionable principles that resolve trade-offs when the team disagrees. Use when the same		04_视觉系统与规范/designer--design-principles/SKILL.md
designer--design-system-governance	04_视觉系统与规范	Define how the system evolves — contribution model, versioning, deprecation, and change management. Use		04_视觉系统与规范/designer--design-system-governance/SKILL.md
designer--design-token	04_视觉系统与规范	Define and organise tokens for colour, spacing, type, and elevation with naming and usage rules. Use		04_视觉系统与规范/designer--design-token/SKILL.md
designer--documentation-template	04_视觉系统与规范	Generate a reusable documentation scaffold for components, patterns, or guidelines. Use when		04_视觉系统与规范/designer--documentation-template/SKILL.md
designer--experience-map	04_视觉系统与规范	Map the full ecosystem of touchpoints, channels, and relationships across a service. Use when the		04_视觉系统与规范/designer--experience-map/SKILL.md
designer--icon-system	04_视觉系统与规范	Specify an icon system — grid, sizing, stroke weight, naming, categories, and implementation. Use when		04_视觉系统与规范/designer--icon-system/SKILL.md
designer--illustration-style	04_视觉系统与规范	Define an illustration style guide — visual language, colour usage, and application rules. Use when		04_视觉系统与规范/designer--illustration-style/SKILL.md
designer--information-architecture	04_视觉系统与规范	Design content structure, hierarchy, labelling, and the navigation model. Use when organising what		04_视觉系统与规范/designer--information-architecture/SKILL.md
designer--law-of-closure	04_视觉系统与规范	Apply the Law of Closure — the eye completes implied shapes from partial forms. Use when reducing		04_视觉系统与规范/designer--law-of-closure/SKILL.md
designer--law-of-common-region	04_视觉系统与规范	Apply the Law of Common Region — a shared container, background, or border groups elements regardless		04_视觉系统与规范/designer--law-of-common-region/SKILL.md
designer--law-of-continuity	04_视觉系统与规范	Apply the Law of Continuity — the eye follows alignment and unbroken paths. Use when sequencing steps		04_视觉系统与规范/designer--law-of-continuity/SKILL.md
designer--law-of-figure-ground	04_视觉系统与规范	Apply the Law of Figure-Ground — establish which layer is foreground and actionable versus background		04_视觉系统与规范/designer--law-of-figure-ground/SKILL.md
designer--law-of-proximity	04_视觉系统与规范	Apply the Law of Proximity — spatial closeness groups elements more strongly than any other cue. Use		04_视觉系统与规范/designer--law-of-proximity/SKILL.md
designer--law-of-similarity	04_视觉系统与规范	Apply the Law of Similarity — shared colour, shape, or size signals that elements belong to one		04_视觉系统与规范/designer--law-of-similarity/SKILL.md
designer--layout-grid	04_视觉系统与规范	Define a responsive grid — columns, gutters, margins, and breakpoint behaviour. Use when establishing		04_视觉系统与规范/designer--layout-grid/SKILL.md
designer--localization-design	04_视觉系统与规范	Design for multiple languages, writing directions, and cultural contexts — text expansion, RTL		04_视觉系统与规范/designer--localization-design/SKILL.md
designer--metrics-definition	04_视觉系统与规范	Define UX metrics and KPIs that connect design decisions to measurable outcomes. Use when choosing what		04_视觉系统与规范/designer--metrics-definition/SKILL.md
designer--motion-system	04_视觉系统与规范	Define motion tokens — durations, easing vocabulary, and reduced-motion handling — for consistency		04_视觉系统与规范/designer--motion-system/SKILL.md
designer--naming-convention	04_视觉系统与规范	Establish naming rules for components, tokens, and layers with patterns and worked examples. Use when		04_视觉系统与规范/designer--naming-convention/SKILL.md
designer--north-star-vision	04_视觉系统与规范	Articulate a long-horizon product vision that aligns teams and anchors strategy. Use when direction is		04_视觉系统与规范/designer--north-star-vision/SKILL.md
designer--opportunity-framework	04_视觉系统与规范	Identify, score, and prioritise design opportunities against impact and effort. Use when there are more		04_视觉系统与规范/designer--opportunity-framework/SKILL.md
designer--pattern-library	04_视觉系统与规范	Structure a pattern entry — problem context, solution, usage examples, and related patterns. Use when		04_视觉系统与规范/designer--pattern-library/SKILL.md
designer--platform-conventions	04_视觉系统与规范	Design to iOS and Android conventions — what each OS mandates, where they diverge, and when to unify		04_视觉系统与规范/designer--platform-conventions/SKILL.md
designer--readable-measure	04_视觉系统与规范	Set line length and measure for comfortable reading across type sizes and breakpoints. Use when tuning		04_视觉系统与规范/designer--readable-measure/SKILL.md
designer--responsive-design	04_视觉系统与规范	Design layouts and interactions that adapt across screen sizes and input methods. Use when one design		04_视觉系统与规范/designer--responsive-design/SKILL.md
designer--service-blueprint	04_视觉系统与规范	Map service delivery across frontstage actions, backstage processes, and supporting systems. Use when		04_视觉系统与规范/designer--service-blueprint/SKILL.md
designer--spacing-system	04_视觉系统与规范	Create a spacing scale from a base unit with rules for when each step applies. Use when standardising		04_视觉系统与规范/designer--spacing-system/SKILL.md
designer--stakeholder-alignment	04_视觉系统与规范	Build alignment artifacts — responsibility matrices, decision rights, and communication plans. Use when		04_视觉系统与规范/designer--stakeholder-alignment/SKILL.md
designer--theming-system	04_视觉系统与规范	Design theming architecture — brand variants, dark mode, and high-contrast — mapped through token		04_视觉系统与规范/designer--theming-system/SKILL.md
designer--typography-scale	04_视觉系统与规范	Create a modular type scale with size, weight, and line-height relationships. Use when establishing		04_视觉系统与规范/designer--typography-scale/SKILL.md
designer--visual-hierarchy	04_视觉系统与规范	Establish hierarchy through size, weight, colour, spacing, and position so the eye lands in the		04_视觉系统与规范/designer--visual-hierarchy/SKILL.md
designer--von-restorff-effect	04_视觉系统与规范	Apply the Von Restorff Effect — the element that differs from its neighbours is the one remembered. Use		04_视觉系统与规范/designer--von-restorff-effect/SKILL.md
emil--animation-vocabulary	04_视觉系统与规范	Reverse-lookup glossary that turns a vague description of a web animation or motion effect into its		04_视觉系统与规范/emil--animation-vocabulary/SKILL.md
fdpro--color-themes	04_视觉系统与规范	Algorithmic colour theme generation in OKLCH — harmonic schemes, palettes derived from an image	references/examples	04_视觉系统与规范/fdpro--color-themes/SKILL.md
fdpro--iconography	04_视觉系统与规范	Icon systems — sizing, weight matching, colour inheritance, hit areas, SVG accessibility, and avatar	references/examples	04_视觉系统与规范/fdpro--iconography/SKILL.md
feindex--echarts	04_视觉系统与规范	You MUST use this when building, styling, debugging, or optimizing Apache ECharts charts in JavaScript	references/examples	04_视觉系统与规范/feindex--echarts/SKILL.md
feindex--tailwind-design-system	04_视觉系统与规范	Build scalable design systems with Tailwind CSS v4, design tokens, component libraries, and responsive		04_视觉系统与规范/feindex--tailwind-design-system/SKILL.md
ibelick--fixing-accessibility	04_视觉系统与规范	Audit and fix HTML accessibility issues including ARIA labels, keyboard navigation, focus management		04_视觉系统与规范/ibelick--fixing-accessibility/SKILL.md
jakub--better-accessibility	04_视觉系统与规范	Helps your project comply with accessibility standards and best practices.	agents	04_视觉系统与规范/jakub--better-accessibility/SKILL.md
jakub--better-colors	04_视觉系统与规范	Helps you build a color system and answer anything about color in your project. You can generate	agents	04_视觉系统与规范/jakub--better-colors/SKILL.md
jakub--better-interface	04_视觉系统与规范	Combines all of the `better-*` skills into a single review across accessibility, layout, writing	agents	04_视觉系统与规范/jakub--better-interface/SKILL.md
jakub--better-layout	04_视觉系统与规范	Helps with grouping, alignment, reading order, progressive disclosure and other details that make a	agents	04_视觉系统与规范/jakub--better-layout/SKILL.md
jakub--better-typography	04_视觉系统与规范	Focuses on type scale, spacing, sizing, variable fonts, OpenType features, wrapping, truncation and	agents	04_视觉系统与规范/jakub--better-typography/SKILL.md
jakub--better-ui	04_视觉系统与规范	Polishes and improves the UI in your project. Covers concentric border radius, optical alignment	agents	04_视觉系统与规范/jakub--better-ui/SKILL.md
jakub--better-writing	04_视觉系统与规范	Focuses on improving product copy in your project.	agents	04_视觉系统与规范/jakub--better-writing/SKILL.md
jakub--break	04_视觉系统与规范	Renders a component you choose in every state and scenario on a temporary page and stress tests it.	agents	04_视觉系统与规范/jakub--break/SKILL.md
jakub--explain-interface	04_视觉系统与规范	Helps you figure out how something was built on the web.	agents	04_视觉系统与规范/jakub--explain-interface/SKILL.md
jakub--interface-review	04_视觉系统与规范	Reviews your work across multiple categories like UI, typography, layout, color, writing and	agents	04_视觉系统与规范/jakub--interface-review/SKILL.md
jakub--variant	04_视觉系统与规范	Builds multiple variants of a component you're working on and helps you iterate and pick one.	agents	04_视觉系统与规范/jakub--variant/SKILL.md
juliands--design-tokens	04_视觉系统与规范	Generate a design tokens file (CSS variables or Tailwind config) based on a chosen aesthetic		04_视觉系统与规范/juliands--design-tokens/SKILL.md
uiflx--add-composition	04_视觉系统与规范	Full workflow for adding a new UI composition to ui-flx. Compositions are full, composed application		04_视觉系统与规范/uiflx--add-composition/SKILL.md
uiflx--add-illustration	04_视觉系统与规范	Full workflow for adding a new UI illustration to ui-flx. Illustrations are elegant compositions across		04_视觉系统与规范/uiflx--add-illustration/SKILL.md
uxcel--accessibility	04_视觉系统与规范	Run a structured WCAG 2.1 AA accessibility audit on a design, screen, component, or page. Produces a		04_视觉系统与规范/uxcel--accessibility/SKILL.md
uxcel--color	04_视觉系统与规范	Design or critique a product's color palette and system — base hue, harmony, neutrals, semantic colors		04_视觉系统与规范/uxcel--color/SKILL.md
uxcel--layout-spacing-grids	04_视觉系统与规范	Lay out a screen with disciplined spacing, sizing, and grids — every value on one base unit (8px/4px		04_视觉系统与规范/uxcel--layout-spacing-grids/SKILL.md
uxcel--mobile-responsiveness	04_视觉系统与规范	Run a structured mobile-responsiveness audit on a design, screen, or component — viewport adaptation		04_视觉系统与规范/uxcel--mobile-responsiveness/SKILL.md
uxcel--typography	04_视觉系统与规范	Design or critique a product's typography — typeface selection and pairing, type scale, hierarchy, and		04_视觉系统与规范/uxcel--typography/SKILL.md
uxuiadk--migrate-design-system	04_视觉系统与规范	Map this token system to or from any external design system (Material Design 3, Apple HIG, Fluent		04_视觉系统与规范/uxuiadk--migrate-design-system/SKILL.md
uxuiadk--token-build	04_视觉系统与规范	Set up or run the token build pipeline — transform the DTCG tokens/*.json (source of truth) into		04_视觉系统与规范/uxuiadk--token-build/SKILL.md
designer--animation-principles	05_交互与微动效	Apply animation principles — easing, staging, follow-through — to one specific UI motion. Use when		05_交互与微动效/designer--animation-principles/SKILL.md
designer--conversational-ux	05_交互与微动效	Design voice and conversational interfaces — dialog flows, error recovery, and persona. Use when the		05_交互与微动效/designer--conversational-ux/SKILL.md
designer--doherty-threshold	05_交互与微动效	Apply the Doherty Threshold — keep system response under 400ms to preserve user flow. Use when		05_交互与微动效/designer--doherty-threshold/SKILL.md
designer--error-handling-ux	05_交互与微动效	Design error prevention, detection, and recovery across a product — message content, placement, and		05_交互与微动效/designer--error-handling-ux/SKILL.md
designer--feedback-patterns	05_交互与微动效	Design confirmations, status updates, and notifications that tell users an action registered. Use when		05_交互与微动效/designer--feedback-patterns/SKILL.md
designer--fitts-law	05_交互与微动效	Apply Fitts's Law — target acquisition time depends on size and distance. Use when sizing and		05_交互与微动效/designer--fitts-law/SKILL.md
designer--form-design	05_交互与微动效	Design a form end to end — field order, grouping, validation, and completion. Use when the artifact is		05_交互与微动效/designer--form-design/SKILL.md
designer--gesture-patterns	05_交互与微动效	Design gesture interactions for touch and pointer — swipe, drag, long-press, and their discoverability		05_交互与微动效/designer--gesture-patterns/SKILL.md
designer--hicks-law	05_交互与微动效	Apply Hick's Law — decision time grows with the number of simultaneous choices. Use when a screen		05_交互与微动效/designer--hicks-law/SKILL.md
designer--interfaces-that-feel	05_交互与微动效	Apply an emotional resonance lens to a UI that is technically correct but flat, prescribing changes at		05_交互与微动效/designer--interfaces-that-feel/SKILL.md
designer--jakobs-law	05_交互与微动效	Apply Jakob's Law — users expect your product to work like the others they already use. Use when		05_交互与微动效/designer--jakobs-law/SKILL.md
designer--loading-states	05_交互与微动效	Design waiting experiences — spinners, skeletons, optimistic updates, and progressive reveal. Use when		05_交互与微动效/designer--loading-states/SKILL.md
designer--micro-interaction-spec	05_交互与微动效	Specify one micro-interaction completely — trigger, rules, feedback, loops, and modes. Use when handing		05_交互与微动效/designer--micro-interaction-spec/SKILL.md
designer--millers-law	05_交互与微动效	Apply Miller's Law — chunk information into groups of about four to fit working memory. Use when		05_交互与微动效/designer--millers-law/SKILL.md
designer--navigation-patterns	05_交互与微动效	Select and design a navigation pattern — tabs, drawer, hierarchy, or hub — matched to product structure		05_交互与微动效/designer--navigation-patterns/SKILL.md
designer--onboarding-design	05_交互与微动效	Design the first-run experience — activation path, progressive disclosure, and time to first value. Use		05_交互与微动效/designer--onboarding-design/SKILL.md
designer--peak-end-rule	05_交互与微动效	Apply the Peak-End Rule — a flow is remembered by its most intense moment and its last. Use when		05_交互与微动效/designer--peak-end-rule/SKILL.md
designer--search-ux	05_交互与微动效	Design search — query input, zero results, refinement, and result presentation. Use when users retrieve		05_交互与微动效/designer--search-ux/SKILL.md
designer--serial-position-effect	05_交互与微动效	Apply the Serial Position Effect — first and last items in a sequence are recalled best. Use when		05_交互与微动效/designer--serial-position-effect/SKILL.md
designer--state-machine	05_交互与微动效	Model component behaviour as explicit states, events, and transitions. Use when a component has many		05_交互与微动效/designer--state-machine/SKILL.md
designer--teslers-law	05_交互与微动效	Apply Tesler's Law — every process has irreducible complexity that someone must absorb. Use when		05_交互与微动效/designer--teslers-law/SKILL.md
designer--zeigarnik-effect	05_交互与微动效	Apply the Zeigarnik Effect — incomplete tasks stay mentally active. Use when designing progress		05_交互与微动效/designer--zeigarnik-effect/SKILL.md
emil--ask-sonner	05_交互与微动效	Guide to Sonner, the React toast library — install and wire up the Toaster, pick the right toast()		05_交互与微动效/emil--ask-sonner/SKILL.md
emil--emil-design-eng	05_交互与微动效	This skill encodes Emil Kowalski's philosophy on UI polish, component design, animation decisions, and		05_交互与微动效/emil--emil-design-eng/SKILL.md
emil--find-animation-opportunities	05_交互与微动效	Search a codebase or UI for places that don't animate but should, and reject everything that shouldn't		05_交互与微动效/emil--find-animation-opportunities/SKILL.md
emil--improve-animations	05_交互与微动效	Survey a codebase's animation and motion code as a senior motion advisor, then produce a prioritized		05_交互与微动效/emil--improve-animations/SKILL.md
emil--mobile-native	05_交互与微动效	Make a web app feel native on a phone — the small CSS and meta-tag fixes that separate "a website in a		05_交互与微动效/emil--mobile-native/SKILL.md
emil--pick-ui-library	05_交互与微动效	Pick the right library for a given frontend task from a curated, opinionated list — numbers, OTP		05_交互与微动效/emil--pick-ui-library/SKILL.md
emil--prototype	05_交互与微动效	Build multiple genuinely different versions of a UI piece you describe, rendered behind a visual picker		05_交互与微动效/emil--prototype/SKILL.md
emil--review-animations	05_交互与微动效	Reviews animation and motion code against a high craft bar derived from Emil Kowalski's design		05_交互与微动效/emil--review-animations/SKILL.md
emil--write-swift	05_交互与微动效	How to write modern Swift well — modeling with value types, Swift 6 data-race safety and approachable		05_交互与微动效/emil--write-swift/SKILL.md
fdpro--data-tables	05_交互与微动效	Tables, grids, charts and dashboards — sorting, filtering, pagination, selection, KPIs, data fetching	references/examples	05_交互与微动效/fdpro--data-tables/SKILL.md
fdpro--design-research	05_交互与微动效	Live web research protocol — browse component libraries, design galleries and motion sites, extract	references/examples	05_交互与微动效/fdpro--design-research/SKILL.md
fdpro--forms	05_交互与微动效	Forms and auth — validation, RHF + Zod, error states, checkout, login/signup, OTP/MFA, payments. Use	references/examples	05_交互与微动效/fdpro--forms/SKILL.md
fdpro--platform	05_交互与微动效	Platform surfaces — mobile/PWA, desktop, React Native, i18n, SEO/metadata, payments, transactional	references/examples	05_交互与微动效/fdpro--platform/SKILL.md
fdpro--react-performance	05_交互与微动效	React/Next.js performance — waterfalls, bundle size, RSC, memoization, rendering, virtualization, Core	references/examples	05_交互与微动效/fdpro--react-performance/SKILL.md
feindex--sortablejs-drag-sort	05_交互与微动效	Use when selecting or implementing drag sorting, draggable lists, SortableJS, dnd-kit, or related		05_交互与微动效/feindex--sortablejs-drag-sort/SKILL.md
feindex--tubiao-auto-icon-selector	05_交互与微动效	图标库选型与资源引用专项。仅在用户要求选择或比较图标库、查找特殊图标、离线图标资源时使用；普通按钮加图标先复用项目现有库，不为此启动选型或安装依赖。		05_交互与微动效/feindex--tubiao-auto-icon-selector/SKILL.md
pencil--best-in-world-research	05_交互与微动效	World-class practice research. This skill should be used when the user asks what the best in the world		05_交互与微动效/pencil--best-in-world-research/SKILL.md
uiflx--add-form	05_交互与微动效	Full workflow for adding a new form pattern to ui-flx. Covers file structure		05_交互与微动效/uiflx--add-form/SKILL.md
uxcel--activity-feed	05_交互与微动效	Design or critique an activity feed / stream — a scannable list of updates where what matters stands		05_交互与微动效/uxcel--activity-feed/SKILL.md
uxcel--buttons	05_交互与微动效	Design or critique UI buttons — pick the right button type for the action's importance, apply		05_交互与微动效/uxcel--buttons/SKILL.md
uxcel--checkout-payment	05_交互与微动效	Design or critique a checkout, cart, payment, or booking flow — the path from "ready to buy" to "order		05_交互与微动效/uxcel--checkout-payment/SKILL.md
uxcel--empty-states	05_交互与微动效	Design or critique empty states — first-use screens, cleared states, no-results pages, and 404s that		05_交互与微动效/uxcel--empty-states/SKILL.md
uxcel--error-recovery	05_交互与微动效	Design or critique how a product prevents, surfaces, and recovers from errors — input/validation		05_交互与微动效/uxcel--error-recovery/SKILL.md
uxcel--inputs-and-forms	05_交互与微动效	Design or critique forms and input fields — field selection, labels, layout, validation, error states		05_交互与微动效/uxcel--inputs-and-forms/SKILL.md
uxcel--loaders-and-progress	05_交互与微动效	Design or critique loading states and progress indicators — match the feedback type (spinner, text		05_交互与微动效/uxcel--loaders-and-progress/SKILL.md
uxcel--menus	05_交互与微动效	Design or critique UI menus — pick the right menu type (dropdown, cascading, contextual		05_交互与微动效/uxcel--menus/SKILL.md
uxcel--microcopy	05_交互与微动效	Audit interface copy — labels, buttons, errors, empty states, tooltips, notifications, form hints		05_交互与微动效/uxcel--microcopy/SKILL.md
uxcel--modals-and-dialogs	05_交互与微动效	Design or critique modals, dialogs, alerts, popovers, and bottom sheets — gate WHEN interrupting users		05_交互与微动效/uxcel--modals-and-dialogs/SKILL.md
uxcel--navigation	05_交互与微动效	Design or critique navigation systems — match the nav pattern (top bar, sidebar, tabs, hamburger, mega		05_交互与微动效/uxcel--navigation/SKILL.md
uxcel--notifications-and-toasts	05_交互与微动效	Design or critique notifications — pick the right type (badge, banner, snackbar, toast, alert, push)		05_交互与微动效/uxcel--notifications-and-toasts/SKILL.md
uxcel--onboarding	05_交互与微动效	Design or critique a user-onboarding flow — the first-run experience that gets users to value fast		05_交互与微动效/uxcel--onboarding/SKILL.md
uxcel--pricing	05_交互与微动效	Design or critique a pricing page. Applies the always-true core (plan ordering, CTA clarity, ethics		05_交互与微动效/uxcel--pricing/SKILL.md
uxcel--search	05_交互与微动效	Design or critique search experiences — search input, auto-suggest, results page, filtering/sorting		05_交互与微动效/uxcel--search/SKILL.md
uxcel--selection-controls	05_交互与微动效	Design or critique selection controls — pick the right control (checkbox, radio button, toggle switch		05_交互与微动效/uxcel--selection-controls/SKILL.md
uxcel--settings	05_交互与微动效	Design or critique a settings / preferences page — organizing many options without overwhelm, plus the		05_交互与微动效/uxcel--settings/SKILL.md
uxcel--tables	05_交互与微动效	Design or critique data tables and lists — scannable structure, alignment rules (left for text, right		05_交互与微动效/uxcel--tables/SKILL.md
uxcel--tooltips	05_交互与微动效	Design or critique tooltips and contextual hints — decide when a tooltip clarifies vs. when it's a		05_交互与微动效/uxcel--tooltips/SKILL.md
uxuiadk--performance	05_交互与微动效	Optimize UI performance against Core Web Vitals — LCP, INP, CLS — with loading/code-split strategy		05_交互与微动效/uxuiadk--performance/SKILL.md
uxuiadk--ux-writing	05_交互与微动效	Write or review UI copy — buttons, errors, empty states, microcopy, notifications, labels — using the		05_交互与微动效/uxuiadk--ux-writing/SKILL.md
compass--brief-to-interface	06_评审_审计_交付流程	Convert rough product briefs, feature ideas, or vague app and site requests into a concrete interface	references/agents	06_评审_审计_交付流程/compass--brief-to-interface/SKILL.md
compass--interface-quality-audit	06_评审_审计_交付流程	Audit existing frontend interfaces for design quality, usability, accessibility, and implementation	scripts/references/agents	06_评审_审计_交付流程/compass--interface-quality-audit/SKILL.md
designer--a-b-test-design	06_评审_审计_交付流程	Design an A/B experiment — hypothesis, variants, primary metric, and sample size. Use when a change can		06_评审_审计_交付流程/designer--a-b-test-design/SKILL.md
designer--accessibility-test-plan	06_评审_审计_交付流程	Plan accessibility testing — assistive technologies, participant criteria, WCAG coverage, and session		06_评审_审计_交付流程/designer--accessibility-test-plan/SKILL.md
designer--affinity-diagram	06_评审_审计_交付流程	Cluster many qualitative data points into themes and insight statements. Use when synthesising across		06_评审_审计_交付流程/designer--affinity-diagram/SKILL.md
designer--behavioural-analytics	06_评审_审计_交付流程	Read funnels, retention curves, and event data as a designer — separating a design problem from a		06_评审_审计_交付流程/designer--behavioural-analytics/SKILL.md
designer--card-sort-analysis	06_评审_审计_交付流程	Analyse open or closed card sort results into a proposed grouping and label set. Use after running a		06_评审_审计_交付流程/designer--card-sort-analysis/SKILL.md
designer--click-test-plan	06_评审_审计_交付流程	Design first-click and click tests for findability and navigation. Use when testing whether people can		06_评审_审计_交付流程/designer--click-test-plan/SKILL.md
designer--concept-selection	06_评审_审计_交付流程	Choose between competing concepts against criteria fixed in advance, and record what each rejected		06_评审_审计_交付流程/designer--concept-selection/SKILL.md
designer--design-critique	06_评审_审计_交付流程	Facilitate a structured team critique — framing, feedback rules, and actionable outcomes. Use when		06_评审_审计_交付流程/designer--design-critique/SKILL.md
designer--design-debt-audit	06_评审_审计_交付流程	Inventory and prioritise accumulated design inconsistencies across a product. Use when drift has built		06_评审_审计_交付流程/designer--design-debt-audit/SKILL.md
designer--design-impact-reporting	06_评审_审计_交付流程	Communicate design's contribution to business and user outcomes in stakeholder language. Use when		06_评审_审计_交付流程/designer--design-impact-reporting/SKILL.md
designer--design-qa-checklist	06_评审_审计_交付流程	Build a QA checklist for verifying that a build matches the design. Use at implementation review. For		06_评审_审计_交付流程/designer--design-qa-checklist/SKILL.md
designer--design-review-process	06_评审_审计_交付流程	Establish review gates — criteria, checkpoints, and approval flow. Use when work ships without		06_评审_审计_交付流程/designer--design-review-process/SKILL.md
designer--design-sprint-plan	06_评审_审计_交付流程	Plan and facilitate a design sprint from challenge framing through prototype testing. Use when		06_评审_审计_交付流程/designer--design-sprint-plan/SKILL.md
designer--diary-study-plan	06_评审_审计_交付流程	Design a diary study — prompts, cadence, duration, participant criteria, and analysis frame. Use when		06_评审_审计_交付流程/designer--diary-study-plan/SKILL.md
designer--empathy-map	06_评审_审计_交付流程	Build a Says, Thinks, Does, Feels map for one user or segment. Use when sharing user understanding		06_评审_审计_交付流程/designer--empathy-map/SKILL.md
designer--handoff-spec	06_评审_审计_交付流程	Write the implementation handoff — measurements, behaviours, assets, states, and edge cases. Use when		06_评审_审计_交付流程/designer--handoff-spec/SKILL.md
designer--heuristic-evaluation	06_评审_审计_交付流程	Run an expert review against Nielsen's heuristics and domain criteria, with severity ratings. Use when		06_评审_审计_交付流程/designer--heuristic-evaluation/SKILL.md
designer--interview-script	06_评审_审计_交付流程	Write a structured interview guide — warm-up, core exploration, and wrap-up. Use before running		06_评审_审计_交付流程/designer--interview-script/SKILL.md
designer--jobs-to-be-done	06_评审_审计_交付流程	Map functional, emotional, and social jobs with outcome expectations. Use when reframing decisions		06_评审_审计_交付流程/designer--jobs-to-be-done/SKILL.md
designer--journey-map	06_评审_审计_交付流程	Map one persona's end-to-end experience with stages, touchpoints, emotions, and pain points. Use when		06_评审_审计_交付流程/designer--journey-map/SKILL.md
